,signal
2017-07-17 15:15:00+00:00,0
2017-07-17 15:30:00+00:00,1
2017-07-17 15:45:00+00:00,0
2017-07-17 16:00:00+00:00,0
2017-07-18 09:45:00+00:00,0
2017-07-18 10:00:00+00:00,1
2017-07-18 10:15:00+00:00,0
2017-07-18 10:30:00+00:00,0
2017-07-18 10:45:00+00:00,1
2017-07-18 11:00:00+00:00,0
2017-07-18 11:15:00+00:00,0
2017-07-18 11:30:00+00:00,1
2017-07-18 11:45:00+00:00,0
2017-07-18 12:00:00+00:00,0
2017-07-18 12:15:00+00:00,1
2017-07-18 12:30:00+00:00,1
2017-07-18 12:45:00+00:00,0
2017-07-18 13:00:00+00:00,1
2017-07-18 13:15:00+00:00,1
2017-07-18 13:30:00+00:00,1
2017-07-18 13:45:00+00:00,0
2017-07-18 14:00:00+00:00,1
2017-07-18 14:15:00+00:00,0
2017-07-18 14:30:00+00:00,1
2017-07-18 14:45:00+00:00,0
2017-07-18 15:00:00+00:00,0
2017-07-18 15:15:00+00:00,1
2017-07-18 15:30:00+00:00,0
2017-07-18 15:45:00+00:00,1
2017-07-18 16:00:00+00:00,1
2017-07-19 09:45:00+00:00,0
2017-07-19 10:00:00+00:00,0
2017-07-19 10:15:00+00:00,1
2017-07-19 10:30:00+00:00,0
2017-07-19 10:45:00+00:00,1
2017-07-19 11:00:00+00:00,0
2017-07-19 11:15:00+00:00,0
2017-07-19 11:30:00+00:00,1
2017-07-19 11:45:00+00:00,0
2017-07-19 12:00:00+00:00,0
2017-07-19 12:15:00+00:00,1
2017-07-19 12:30:00+00:00,0
2017-07-19 12:45:00+00:00,0
2017-07-19 13:00:00+00:00,1
2017-07-19 13:15:00+00:00,0
2017-07-19 13:30:00+00:00,1
2017-07-19 13:45:00+00:00,0
2017-07-19 14:00:00+00:00,1
2017-07-19 14:15:00+00:00,1
2017-07-19 14:30:00+00:00,0
2017-07-19 14:45:00+00:00,0
2017-07-19 15:00:00+00:00,1
2017-07-19 15:15:00+00:00,0
2017-07-19 15:30:00+00:00,1
2017-07-19 15:45:00+00:00,0
2017-07-19 16:00:00+00:00,1
2017-07-20 09:45:00+00:00,1
2017-07-20 10:00:00+00:00,1
2017-07-20 10:15:00+00:00,1
2017-07-20 10:30:00+00:00,0
2017-07-20 10:45:00+00:00,1
2017-07-20 11:00:00+00:00,0
2017-07-20 11:15:00+00:00,0
2017-07-20 11:30:00+00:00,0
2017-07-20 11:45:00+00:00,1
2017-07-20 12:00:00+00:00,0
2017-07-20 12:15:00+00:00,1
2017-07-20 12:30:00+00:00,0
2017-07-20 12:45:00+00:00,0
2017-07-20 13:00:00+00:00,1
2017-07-20 13:15:00+00:00,1
2017-07-20 13:30:00+00:00,1
2017-07-20 13:45:00+00:00,0
2017-07-20 14:00:00+00:00,1
2017-07-20 14:15:00+00:00,0
2017-07-20 14:30:00+00:00,1
2017-07-20 14:45:00+00:00,1
2017-07-20 15:00:00+00:00,1
2017-07-20 15:15:00+00:00,1
2017-07-20 15:30:00+00:00,1
2017-07-20 15:45:00+00:00,0
2017-07-20 16:00:00+00:00,1
2017-07-21 09:45:00+00:00,0
2017-07-21 10:00:00+00:00,0
2017-07-21 10:15:00+00:00,1
2017-07-21 10:30:00+00:00,0
2017-07-21 10:45:00+00:00,0
2017-07-21 11:00:00+00:00,1
2017-07-21 11:15:00+00:00,0
2017-07-21 11:30:00+00:00,1
2017-07-21 11:45:00+00:00,0
2017-07-21 12:00:00+00:00,1
2017-07-21 12:15:00+00:00,1
2017-07-21 12:30:00+00:00,1
2017-07-21 12:45:00+00:00,1
2017-07-21 13:00:00+00:00,1
2017-07-21 13:15:00+00:00,1
2017-07-21 13:30:00+00:00,1
2017-07-21 13:45:00+00:00,0
2017-07-21 14:00:00+00:00,0
2017-07-21 14:15:00+00:00,0
2017-07-21 14:30:00+00:00,0
2017-07-21 14:45:00+00:00,1
2017-07-21 15:00:00+00:00,0
2017-07-21 15:15:00+00:00,0
2017-07-21 15:30:00+00:00,1
2017-07-21 15:45:00+00:00,1
2017-07-21 16:00:00+00:00,1
2017-07-24 09:45:00+00:00,0
2017-07-24 10:00:00+00:00,0
2017-07-24 10:15:00+00:00,1
2017-07-24 10:30:00+00:00,1
2017-07-24 10:45:00+00:00,0
2017-07-24 11:00:00+00:00,0
2017-07-24 11:15:00+00:00,0
2017-07-24 11:30:00+00:00,1
2017-07-24 11:45:00+00:00,0
2017-07-24 12:00:00+00:00,1
2017-07-24 12:15:00+00:00,1
2017-07-24 12:30:00+00:00,0
2017-07-24 12:45:00+00:00,0
2017-07-24 13:00:00+00:00,1
2017-07-24 13:15:00+00:00,1
2017-07-24 13:30:00+00:00,1
2017-07-24 13:45:00+00:00,1
2017-07-24 14:00:00+00:00,0
2017-07-24 14:15:00+00:00,1
2017-07-24 14:30:00+00:00,0
2017-07-24 14:45:00+00:00,0
2017-07-24 15:00:00+00:00,0
2017-07-24 15:15:00+00:00,1
2017-07-24 15:30:00+00:00,1
2017-07-24 15:45:00+00:00,0
2017-07-24 16:00:00+00:00,1
2017-07-25 09:45:00+00:00,0
2017-07-25 10:00:00+00:00,0
2017-07-25 10:15:00+00:00,1
2017-07-25 10:30:00+00:00,1
2017-07-25 10:45:00+00:00,1
2017-07-25 11:00:00+00:00,1
2017-07-25 11:15:00+00:00,1
2017-07-25 11:30:00+00:00,1
2017-07-25 11:45:00+00:00,1
2017-07-25 12:00:00+00:00,0
2017-07-25 12:15:00+00:00,1
2017-07-25 12:30:00+00:00,0
2017-07-25 12:45:00+00:00,0
2017-07-25 13:00:00+00:00,0
2017-07-25 13:15:00+00:00,0
2017-07-25 13:30:00+00:00,1
2017-07-25 13:45:00+00:00,0
2017-07-25 14:00:00+00:00,1
2017-07-25 14:15:00+00:00,1
2017-07-25 14:30:00+00:00,0
2017-07-25 14:45:00+00:00,1
2017-07-25 15:00:00+00:00,1
2017-07-25 15:15:00+00:00,0
2017-07-25 15:30:00+00:00,0
2017-07-25 15:45:00+00:00,0
2017-07-25 16:00:00+00:00,1
2017-07-26 09:45:00+00:00,0
2017-07-26 10:00:00+00:00,0
2017-07-26 10:15:00+00:00,0
2017-07-26 10:30:00+00:00,0
2017-07-26 10:45:00+00:00,1
2017-07-26 11:00:00+00:00,1
2017-07-26 11:15:00+00:00,0
2017-07-26 11:30:00+00:00,1
2017-07-26 11:45:00+00:00,0
2017-07-26 12:00:00+00:00,1
2017-07-26 12:15:00+00:00,0
2017-07-26 12:30:00+00:00,1
2017-07-26 12:45:00+00:00,0
2017-07-26 13:00:00+00:00,0
2017-07-26 13:15:00+00:00,0
2017-07-26 13:30:00+00:00,0
2017-07-26 13:45:00+00:00,1
2017-07-26 14:00:00+00:00,0
2017-07-26 14:15:00+00:00,1
2017-07-26 14:30:00+00:00,0
2017-07-26 14:45:00+00:00,0
2017-07-26 15:00:00+00:00,0
2017-07-26 15:15:00+00:00,0
2017-07-26 15:30:00+00:00,1
2017-07-26 15:45:00+00:00,0
2017-07-26 16:00:00+00:00,0
2017-07-27 09:45:00+00:00,0
2017-07-27 10:00:00+00:00,0
2017-07-27 10:15:00+00:00,1
2017-07-27 10:30:00+00:00,1
2017-07-27 10:45:00+00:00,0
2017-07-27 11:00:00+00:00,0
2017-07-27 11:15:00+00:00,1
2017-07-27 11:30:00+00:00,1
2017-07-27 11:45:00+00:00,0
2017-07-27 12:00:00+00:00,1
2017-07-27 12:15:00+00:00,1
2017-07-27 12:30:00+00:00,0
2017-07-27 12:45:00+00:00,0
2017-07-27 13:00:00+00:00,1
2017-07-27 13:15:00+00:00,0
2017-07-27 13:30:00+00:00,0
2017-07-27 13:45:00+00:00,0
2017-07-27 14:00:00+00:00,1
2017-07-27 14:15:00+00:00,0
2017-07-27 14:30:00+00:00,0
2017-07-27 14:45:00+00:00,1
2017-07-27 15:00:00+00:00,0
2017-07-27 15:15:00+00:00,1
2017-07-27 15:30:00+00:00,0
2017-07-27 15:45:00+00:00,1
2017-07-27 16:00:00+00:00,0
2017-07-28 09:45:00+00:00,0
2017-07-28 10:00:00+00:00,0
2017-07-28 10:15:00+00:00,1
2017-07-28 10:30:00+00:00,1
2017-07-28 10:45:00+00:00,0
2017-07-28 11:00:00+00:00,1
2017-07-28 11:15:00+00:00,0
2017-07-28 11:30:00+00:00,0
2017-07-28 11:45:00+00:00,1
2017-07-28 12:00:00+00:00,1
2017-07-28 12:15:00+00:00,0
2017-07-28 12:30:00+00:00,0
2017-07-28 12:45:00+00:00,0
2017-07-28 13:00:00+00:00,0
2017-07-28 13:15:00+00:00,0
2017-07-28 13:30:00+00:00,1
2017-07-28 13:45:00+00:00,0
2017-07-28 14:00:00+00:00,1
2017-07-28 14:15:00+00:00,1
2017-07-28 14:30:00+00:00,0
2017-07-28 14:45:00+00:00,0
2017-07-28 15:00:00+00:00,0
2017-07-28 15:15:00+00:00,0
2017-07-28 15:30:00+00:00,1
2017-07-28 15:45:00+00:00,0
2017-07-28 16:00:00+00:00,1
2017-07-31 09:45:00+00:00,0
2017-07-31 10:00:00+00:00,1
2017-07-31 10:15:00+00:00,1
2017-07-31 10:30:00+00:00,0
2017-07-31 10:45:00+00:00,1
2017-07-31 11:00:00+00:00,1
2017-07-31 11:15:00+00:00,1
2017-07-31 11:30:00+00:00,0
2017-07-31 11:45:00+00:00,0
2017-07-31 12:00:00+00:00,1
2017-07-31 12:15:00+00:00,1
2017-07-31 12:30:00+00:00,1
2017-07-31 12:45:00+00:00,0
2017-07-31 13:00:00+00:00,1
2017-07-31 13:15:00+00:00,1
2017-07-31 13:30:00+00:00,1
2017-07-31 13:45:00+00:00,1
2017-07-31 14:00:00+00:00,0
2017-07-31 14:15:00+00:00,0
2017-07-31 14:30:00+00:00,0
2017-07-31 14:45:00+00:00,0
2017-07-31 15:00:00+00:00,1
2017-07-31 15:15:00+00:00,1
2017-07-31 15:30:00+00:00,1
2017-07-31 15:45:00+00:00,0
2017-07-31 16:00:00+00:00,1
2017-08-01 09:45:00+00:00,1
2017-08-01 10:00:00+00:00,1
2017-08-01 10:15:00+00:00,0
2017-08-01 10:30:00+00:00,0
2017-08-01 10:45:00+00:00,1
2017-08-01 11:00:00+00:00,0
2017-08-01 11:15:00+00:00,0
2017-08-01 11:30:00+00:00,1
2017-08-01 11:45:00+00:00,0
2017-08-01 12:00:00+00:00,1
2017-08-01 12:15:00+00:00,0
2017-08-01 12:30:00+00:00,0
2017-08-01 12:45:00+00:00,1
2017-08-01 13:00:00+00:00,0
2017-08-01 13:15:00+00:00,0
2017-08-01 13:30:00+00:00,1
2017-08-01 13:45:00+00:00,0
2017-08-01 14:00:00+00:00,1
2017-08-01 14:15:00+00:00,0
2017-08-01 14:30:00+00:00,1
2017-08-01 14:45:00+00:00,0
2017-08-01 15:00:00+00:00,0
2017-08-01 15:15:00+00:00,0
2017-08-01 15:30:00+00:00,1
2017-08-01 15:45:00+00:00,1
2017-08-01 16:00:00+00:00,1
2017-08-02 09:45:00+00:00,1
2017-08-02 10:00:00+00:00,0
2017-08-02 10:15:00+00:00,0
2017-08-02 10:30:00+00:00,0
2017-08-02 10:45:00+00:00,0
2017-08-02 11:00:00+00:00,1
2017-08-02 11:15:00+00:00,1
2017-08-02 11:30:00+00:00,1
2017-08-02 11:45:00+00:00,0
2017-08-02 12:00:00+00:00,0
2017-08-02 12:15:00+00:00,0
2017-08-02 12:30:00+00:00,1
2017-08-02 12:45:00+00:00,1
2017-08-02 13:00:00+00:00,0
2017-08-02 13:15:00+00:00,1
2017-08-02 13:30:00+00:00,1
2017-08-02 13:45:00+00:00,1
2017-08-02 14:00:00+00:00,1
2017-08-02 14:15:00+00:00,0
2017-08-02 14:30:00+00:00,1
2017-08-02 14:45:00+00:00,0
2017-08-02 15:00:00+00:00,1
2017-08-02 15:15:00+00:00,1
2017-08-02 15:30:00+00:00,1
2017-08-02 15:45:00+00:00,1
2017-08-02 16:00:00+00:00,0
2017-08-03 09:45:00+00:00,1
2017-08-03 10:00:00+00:00,0
2017-08-03 10:15:00+00:00,1
2017-08-03 10:30:00+00:00,0
2017-08-03 10:45:00+00:00,0
2017-08-03 11:00:00+00:00,1
2017-08-03 11:15:00+00:00,0
2017-08-03 11:30:00+00:00,0
2017-08-03 11:45:00+00:00,1
2017-08-03 12:00:00+00:00,0
2017-08-03 12:15:00+00:00,1
2017-08-03 12:30:00+00:00,1
2017-08-03 12:45:00+00:00,0
2017-08-03 13:00:00+00:00,0
2017-08-03 13:15:00+00:00,0
2017-08-03 13:30:00+00:00,1
2017-08-03 13:45:00+00:00,1
2017-08-03 14:00:00+00:00,0
2017-08-03 14:15:00+00:00,0
2017-08-03 14:30:00+00:00,0
2017-08-03 14:45:00+00:00,0
2017-08-03 15:00:00+00:00,1
2017-08-03 15:15:00+00:00,0
2017-08-03 15:30:00+00:00,0
2017-08-03 15:45:00+00:00,1
2017-08-03 16:00:00+00:00,1
2017-08-04 09:45:00+00:00,0
2017-08-04 10:00:00+00:00,1
2017-08-04 10:15:00+00:00,1
2017-08-04 10:30:00+00:00,1
2017-08-04 10:45:00+00:00,1
2017-08-04 11:00:00+00:00,1
2017-08-04 11:15:00+00:00,1
2017-08-04 11:30:00+00:00,0
2017-08-04 11:45:00+00:00,0
2017-08-04 12:00:00+00:00,0
2017-08-04 12:15:00+00:00,0
2017-08-04 12:30:00+00:00,0
2017-08-04 12:45:00+00:00,1
2017-08-04 13:00:00+00:00,0
2017-08-04 13:15:00+00:00,0
2017-08-04 13:30:00+00:00,0
2017-08-04 13:45:00+00:00,0
2017-08-04 14:00:00+00:00,0
2017-08-04 14:15:00+00:00,1
2017-08-04 14:30:00+00:00,1
2017-08-04 14:45:00+00:00,1
2017-08-04 15:00:00+00:00,0
2017-08-04 15:15:00+00:00,0
2017-08-04 15:30:00+00:00,1
2017-08-04 15:45:00+00:00,0
2017-08-04 16:00:00+00:00,1
2017-08-07 09:45:00+00:00,1
2017-08-07 10:00:00+00:00,1
2017-08-07 10:15:00+00:00,0
2017-08-07 10:30:00+00:00,0
2017-08-07 10:45:00+00:00,1
2017-08-07 11:00:00+00:00,0
2017-08-07 11:15:00+00:00,0
2017-08-07 11:30:00+00:00,1
2017-08-07 11:45:00+00:00,1
2017-08-07 12:00:00+00:00,1
2017-08-07 12:15:00+00:00,0
2017-08-07 12:30:00+00:00,1
2017-08-07 12:45:00+00:00,0
2017-08-07 13:00:00+00:00,0
2017-08-07 13:15:00+00:00,1
2017-08-07 13:30:00+00:00,0
2017-08-07 13:45:00+00:00,0
2017-08-07 14:00:00+00:00,0
2017-08-07 14:15:00+00:00,1
2017-08-07 14:30:00+00:00,1
2017-08-07 14:45:00+00:00,0
2017-08-07 15:00:00+00:00,0
2017-08-07 15:15:00+00:00,1
2017-08-07 15:30:00+00:00,0
2017-08-07 15:45:00+00:00,0
2017-08-07 16:00:00+00:00,1
2017-08-08 09:45:00+00:00,0
2017-08-08 10:00:00+00:00,1
2017-08-08 10:15:00+00:00,1
2017-08-08 10:30:00+00:00,1
2017-08-08 10:45:00+00:00,1
2017-08-08 11:00:00+00:00,1
2017-08-08 11:15:00+00:00,1
2017-08-08 11:30:00+00:00,1
2017-08-08 11:45:00+00:00,1
2017-08-08 12:00:00+00:00,1
2017-08-08 12:15:00+00:00,0
2017-08-08 12:30:00+00:00,0
2017-08-08 12:45:00+00:00,0
2017-08-08 13:00:00+00:00,0
2017-08-08 13:15:00+00:00,0
2017-08-08 13:30:00+00:00,1
2017-08-08 13:45:00+00:00,1
2017-08-08 14:00:00+00:00,0
2017-08-08 14:15:00+00:00,1
2017-08-08 14:30:00+00:00,1
2017-08-08 14:45:00+00:00,0
2017-08-08 15:00:00+00:00,1
2017-08-08 15:15:00+00:00,0
2017-08-08 15:30:00+00:00,0
2017-08-08 15:45:00+00:00,0
2017-08-08 16:00:00+00:00,0
2017-08-09 09:45:00+00:00,0
2017-08-09 10:00:00+00:00,0
2017-08-09 10:15:00+00:00,1
2017-08-09 10:30:00+00:00,1
2017-08-09 10:45:00+00:00,1
2017-08-09 11:00:00+00:00,0
2017-08-09 11:15:00+00:00,0
2017-08-09 11:30:00+00:00,0
2017-08-09 11:45:00+00:00,1
2017-08-09 12:00:00+00:00,0
2017-08-09 12:15:00+00:00,1
2017-08-09 12:30:00+00:00,1
2017-08-09 12:45:00+00:00,1
2017-08-09 13:00:00+00:00,0
2017-08-09 13:15:00+00:00,0
2017-08-09 13:30:00+00:00,1
2017-08-09 13:45:00+00:00,0
2017-08-09 14:00:00+00:00,0
2017-08-09 14:15:00+00:00,1
2017-08-09 14:30:00+00:00,1
2017-08-09 14:45:00+00:00,1
2017-08-09 15:00:00+00:00,0
2017-08-09 15:15:00+00:00,1
2017-08-09 15:30:00+00:00,1
2017-08-09 15:45:00+00:00,1
2017-08-09 16:00:00+00:00,0
2017-08-10 09:45:00+00:00,0
2017-08-10 10:00:00+00:00,0
2017-08-10 10:15:00+00:00,1
2017-08-10 10:30:00+00:00,1
2017-08-10 10:45:00+00:00,0
2017-08-10 11:00:00+00:00,0
2017-08-10 11:15:00+00:00,0
2017-08-10 11:30:00+00:00,1
2017-08-10 11:45:00+00:00,1
2017-08-10 12:00:00+00:00,1
2017-08-10 12:15:00+00:00,0
2017-08-10 12:30:00+00:00,1
2017-08-10 12:45:00+00:00,1
2017-08-10 13:00:00+00:00,0
2017-08-10 13:15:00+00:00,1
2017-08-10 13:30:00+00:00,0
2017-08-10 13:45:00+00:00,1
2017-08-10 14:00:00+00:00,0
2017-08-10 14:15:00+00:00,1
2017-08-10 14:30:00+00:00,0
2017-08-10 14:45:00+00:00,0
2017-08-10 15:00:00+00:00,0
2017-08-10 15:15:00+00:00,0
2017-08-10 15:30:00+00:00,0
2017-08-10 15:45:00+00:00,0
2017-08-10 16:00:00+00:00,1
2017-08-11 09:45:00+00:00,0
2017-08-11 10:00:00+00:00,1
2017-08-11 10:15:00+00:00,0
2017-08-11 10:30:00+00:00,1
2017-08-11 10:45:00+00:00,0
2017-08-11 11:00:00+00:00,1
2017-08-11 11:15:00+00:00,0
2017-08-11 11:30:00+00:00,0
2017-08-11 11:45:00+00:00,0
2017-08-11 12:00:00+00:00,1
2017-08-11 12:15:00+00:00,0
2017-08-11 12:30:00+00:00,1
2017-08-11 12:45:00+00:00,0
2017-08-11 13:00:00+00:00,1
2017-08-11 13:15:00+00:00,0
2017-08-11 13:30:00+00:00,0
2017-08-11 13:45:00+00:00,0
2017-08-11 14:00:00+00:00,1
2017-08-11 14:15:00+00:00,0
2017-08-11 14:30:00+00:00,0
2017-08-11 14:45:00+00:00,0
2017-08-11 15:00:00+00:00,0
2017-08-11 15:15:00+00:00,1
2017-08-11 15:30:00+00:00,1
2017-08-11 15:45:00+00:00,0
2017-08-11 16:00:00+00:00,1
2017-08-14 09:45:00+00:00,1
2017-08-14 10:00:00+00:00,0
2017-08-14 10:15:00+00:00,1
2017-08-14 10:30:00+00:00,1
2017-08-14 10:45:00+00:00,0
2017-08-14 11:00:00+00:00,0
2017-08-14 11:15:00+00:00,1
2017-08-14 11:30:00+00:00,1
2017-08-14 11:45:00+00:00,1
2017-08-14 12:00:00+00:00,0
2017-08-14 12:15:00+00:00,0
2017-08-14 12:30:00+00:00,0
2017-08-14 12:45:00+00:00,1
2017-08-14 13:00:00+00:00,1
2017-08-14 13:15:00+00:00,0
2017-08-14 13:30:00+00:00,0
2017-08-14 13:45:00+00:00,1
2017-08-14 14:00:00+00:00,0
2017-08-14 14:15:00+00:00,0
2017-08-14 14:30:00+00:00,0
2017-08-14 14:45:00+00:00,0
2017-08-14 15:00:00+00:00,0
2017-08-14 15:15:00+00:00,1
2017-08-14 15:30:00+00:00,0
2017-08-14 15:45:00+00:00,0
2017-08-14 16:00:00+00:00,1
2017-08-15 09:45:00+00:00,1
2017-08-15 10:00:00+00:00,0
2017-08-15 10:15:00+00:00,1
2017-08-15 10:30:00+00:00,0
2017-08-15 10:45:00+00:00,0
2017-08-15 11:00:00+00:00,1
2017-08-15 11:15:00+00:00,0
2017-08-15 11:30:00+00:00,1
2017-08-15 11:45:00+00:00,0
2017-08-15 12:00:00+00:00,1
2017-08-15 12:15:00+00:00,1
2017-08-15 12:30:00+00:00,0
2017-08-15 12:45:00+00:00,0
2017-08-15 13:00:00+00:00,0
2017-08-15 13:15:00+00:00,1
2017-08-15 13:30:00+00:00,0
2017-08-15 13:45:00+00:00,1
2017-08-15 14:00:00+00:00,1
2017-08-15 14:15:00+00:00,0
2017-08-15 14:30:00+00:00,0
2017-08-15 14:45:00+00:00,1
2017-08-15 15:00:00+00:00,1
2017-08-15 15:15:00+00:00,0
2017-08-15 15:30:00+00:00,0
2017-08-15 15:45:00+00:00,0
2017-08-15 16:00:00+00:00,1
2017-08-16 09:45:00+00:00,1
2017-08-16 10:00:00+00:00,0
2017-08-16 10:15:00+00:00,1
2017-08-16 10:30:00+00:00,0
2017-08-16 10:45:00+00:00,0
2017-08-16 11:00:00+00:00,0
2017-08-16 11:15:00+00:00,1
2017-08-16 11:30:00+00:00,1
2017-08-16 11:45:00+00:00,1
2017-08-16 12:00:00+00:00,1
2017-08-16 12:15:00+00:00,0
2017-08-16 12:30:00+00:00,0
2017-08-16 12:45:00+00:00,0
2017-08-16 13:00:00+00:00,0
2017-08-16 13:15:00+00:00,0
2017-08-16 13:30:00+00:00,0
2017-08-16 13:45:00+00:00,0
2017-08-16 14:00:00+00:00,1
2017-08-16 14:15:00+00:00,0
2017-08-16 14:30:00+00:00,1
2017-08-16 14:45:00+00:00,0
2017-08-16 15:00:00+00:00,0
2017-08-16 15:15:00+00:00,1
2017-08-16 15:30:00+00:00,0
2017-08-16 15:45:00+00:00,1
2017-08-16 16:00:00+00:00,0
2017-08-17 09:45:00+00:00,0
2017-08-17 10:00:00+00:00,0
2017-08-17 10:15:00+00:00,1
2017-08-17 10:30:00+00:00,0
2017-08-17 10:45:00+00:00,0
2017-08-17 11:00:00+00:00,1
2017-08-17 11:15:00+00:00,0
2017-08-17 11:30:00+00:00,1
2017-08-17 11:45:00+00:00,0
2017-08-17 12:00:00+00:00,0
2017-08-17 12:15:00+00:00,0
2017-08-17 12:30:00+00:00,0
2017-08-17 12:45:00+00:00,0
2017-08-17 13:00:00+00:00,0
2017-08-17 13:15:00+00:00,1
2017-08-17 13:30:00+00:00,1
2017-08-17 13:45:00+00:00,1
2017-08-17 14:00:00+00:00,0
2017-08-17 14:15:00+00:00,0
2017-08-17 14:30:00+00:00,0
2017-08-17 14:45:00+00:00,1
2017-08-17 15:00:00+00:00,0
2017-08-17 15:15:00+00:00,0
2017-08-17 15:30:00+00:00,0
2017-08-17 15:45:00+00:00,0
2017-08-17 16:00:00+00:00,0
2017-08-18 09:45:00+00:00,1
2017-08-18 10:00:00+00:00,1
2017-08-18 10:15:00+00:00,0
2017-08-18 10:30:00+00:00,1
2017-08-18 10:45:00+00:00,0
2017-08-18 11:00:00+00:00,0
2017-08-18 11:15:00+00:00,1
2017-08-18 11:30:00+00:00,0
2017-08-18 11:45:00+00:00,1
2017-08-18 12:00:00+00:00,0
2017-08-18 12:15:00+00:00,1
2017-08-18 12:30:00+00:00,1
2017-08-18 12:45:00+00:00,0
2017-08-18 13:00:00+00:00,0
2017-08-18 13:15:00+00:00,0
2017-08-18 13:30:00+00:00,0
2017-08-18 13:45:00+00:00,0
2017-08-18 14:00:00+00:00,1
2017-08-18 14:15:00+00:00,0
2017-08-18 14:30:00+00:00,0
2017-08-18 14:45:00+00:00,0
2017-08-18 15:00:00+00:00,0
2017-08-18 15:15:00+00:00,0
2017-08-18 15:30:00+00:00,1
2017-08-18 15:45:00+00:00,0
2017-08-18 16:00:00+00:00,1
2017-08-21 09:45:00+00:00,0
2017-08-21 10:00:00+00:00,0
2017-08-21 10:15:00+00:00,0
2017-08-21 10:30:00+00:00,1
2017-08-21 10:45:00+00:00,0
2017-08-21 11:00:00+00:00,1
2017-08-21 11:15:00+00:00,1
2017-08-21 11:30:00+00:00,1
2017-08-21 11:45:00+00:00,0
2017-08-21 12:00:00+00:00,1
2017-08-21 12:15:00+00:00,1
2017-08-21 12:30:00+00:00,0
2017-08-21 12:45:00+00:00,0
2017-08-21 13:00:00+00:00,0
2017-08-21 13:15:00+00:00,1
2017-08-21 13:30:00+00:00,0
2017-08-21 13:45:00+00:00,0
2017-08-21 14:00:00+00:00,1
2017-08-21 14:15:00+00:00,1
2017-08-21 14:30:00+00:00,1
2017-08-21 14:45:00+00:00,1
2017-08-21 15:00:00+00:00,0
2017-08-21 15:15:00+00:00,1
2017-08-21 15:30:00+00:00,0
2017-08-21 15:45:00+00:00,1
2017-08-21 16:00:00+00:00,1
2017-08-22 09:45:00+00:00,0
2017-08-22 10:00:00+00:00,1
2017-08-22 10:15:00+00:00,0
2017-08-22 10:30:00+00:00,0
2017-08-22 10:45:00+00:00,1
2017-08-22 11:00:00+00:00,0
2017-08-22 11:15:00+00:00,0
2017-08-22 11:30:00+00:00,1
2017-08-22 11:45:00+00:00,0
2017-08-22 12:00:00+00:00,1
2017-08-22 12:15:00+00:00,0
2017-08-22 12:30:00+00:00,0
2017-08-22 12:45:00+00:00,1
2017-08-22 13:00:00+00:00,1
2017-08-22 13:15:00+00:00,1
2017-08-22 13:30:00+00:00,0
2017-08-22 13:45:00+00:00,1
2017-08-22 14:00:00+00:00,0
2017-08-22 14:15:00+00:00,0
2017-08-22 14:30:00+00:00,1
2017-08-22 14:45:00+00:00,1
2017-08-22 15:00:00+00:00,1
2017-08-22 15:15:00+00:00,1
2017-08-22 15:30:00+00:00,1
2017-08-22 15:45:00+00:00,0
2017-08-22 16:00:00+00:00,0
2017-08-23 09:45:00+00:00,1
2017-08-23 10:00:00+00:00,0
2017-08-23 10:15:00+00:00,1
2017-08-23 10:30:00+00:00,1
2017-08-23 10:45:00+00:00,1
2017-08-23 11:00:00+00:00,0
2017-08-23 11:15:00+00:00,1
2017-08-23 11:30:00+00:00,1
2017-08-23 11:45:00+00:00,0
2017-08-23 12:00:00+00:00,0
2017-08-23 12:15:00+00:00,0
2017-08-23 12:30:00+00:00,0
2017-08-23 12:45:00+00:00,0
2017-08-23 13:00:00+00:00,0
2017-08-23 13:15:00+00:00,0
2017-08-23 13:30:00+00:00,0
2017-08-23 13:45:00+00:00,1
2017-08-23 14:00:00+00:00,1
2017-08-23 14:15:00+00:00,0
2017-08-23 14:30:00+00:00,0
2017-08-23 14:45:00+00:00,0
2017-08-23 15:00:00+00:00,1
2017-08-23 15:15:00+00:00,1
2017-08-23 15:30:00+00:00,0
2017-08-23 15:45:00+00:00,0
2017-08-23 16:00:00+00:00,1
2017-08-24 09:45:00+00:00,0
2017-08-24 10:00:00+00:00,1
2017-08-24 10:15:00+00:00,0
2017-08-24 10:30:00+00:00,1
2017-08-24 10:45:00+00:00,1
2017-08-24 11:00:00+00:00,0
2017-08-24 11:15:00+00:00,0
2017-08-24 11:30:00+00:00,0
2017-08-24 11:45:00+00:00,0
2017-08-24 12:00:00+00:00,1
2017-08-24 12:15:00+00:00,1
2017-08-24 12:30:00+00:00,0
2017-08-24 12:45:00+00:00,0
2017-08-24 13:00:00+00:00,0
2017-08-24 13:15:00+00:00,1
2017-08-24 13:30:00+00:00,0
2017-08-24 13:45:00+00:00,1
2017-08-24 14:00:00+00:00,0
2017-08-24 14:15:00+00:00,1
2017-08-24 14:30:00+00:00,0
2017-08-24 14:45:00+00:00,0
2017-08-24 15:00:00+00:00,0
2017-08-24 15:15:00+00:00,1
2017-08-24 15:30:00+00:00,0
2017-08-24 15:45:00+00:00,0
2017-08-24 16:00:00+00:00,1
2017-08-25 09:45:00+00:00,1
2017-08-25 10:00:00+00:00,0
2017-08-25 10:15:00+00:00,1
2017-08-25 10:30:00+00:00,0
